411642277000416;22220
196751355000500;9000
101364479000570;6620
260837380000417;4820
160682585000514;3740
307100846000592;3600
554316067000560;3520
128764002000568;2640
162787477000503;2220
216977684000057;2020
361466610000154;1900
444848395000585;1820
478774561000592;1800
24682408000552;1680
470822673000555;1680
9312851000547;1600
262730233000329;1600
425350758000434;1600
359287557000564;1220
185295538000417;1000
314962240000500;1000
287355089000566;920
434397975000449;900
345633849000561;860
302631380000530;820
303305617000564;820
403137015000472;800
329654432000521;780
327519469000432;600
352205450000540;600
394572599000418;600
291181784000527;580
365578810000502;520
219571378000515;500
220435965000523;500
450052354000499;500
219258140000448;480
19763353000515;460
362656328000424;460
290525521000536;440
449777638000591;440
224934557000502;420
283896167000406;420
28562295000549;400
113439363000500;400
182430480000295;400
182974871000528;400
185450588000535;400
228320712000424;400
292673697000564;400
300432252000544;400
331460225000440;400
401917560000429;400
454174270000444;400
551594319000459;400
591886020000586;400
18991600000508;380
42631440000431;380
107070060000593;380
290892006000534;380
292770820000420;380
336159755000499;380
445664653000434;380
214586829000332;360
35296291000438;320
52955660000416;320
55441502000101;320
153254243000534;320
257298543000457;320
259355814000530;320
288929749000570;320
336074514000445;320
401509549000411;320
415408771000418;320
3570622000409;300
427953110000538;300
510907179000585;300
36084444000559;280
64020285000563;280
108084233000506;280
391331615000551;280
428050914000508;280
15884867000423;260
24658727000409;260
35538456000553;260
98458260000468;260
143685008000585;260
161898466000441;260
164277800000584;260
179526624000423;260
193704846000440;260
275861923000403;260
319502601000443;260
383385618000470;260
388538729000535;260
394882706000566;260
437980136000502;260
6702019000463;240
72518448000229;240
118530503000555;240
141301112000586;240
159731778000569;240
180724108000328;240
225876449000421;240
233158934000539;240
292415755000510;240
301841890000457;240
325282088000547;240
346275701000536;240
354541388000547;240
406994609000487;240
430600302000449;240
453975793000545;240
8855227000540;220
12395859000365;220
13266702000591;220
17765964000439;220
19810477000567;220
21047701000588;220
23349332000540;220
28029126000525;220
33959047000517;220
42941309000439;220
45443258000503;220
47589935000458;220
56876894000545;220
63023572000424;220
63989421000419;220
84517993000531;220
86495661000549;220
90660667000451;220
92272685000557;220
95839501000434;220
101221992000293;220
103273647000424;220
107784158000472;220
119164312000446;220
120668640000528;220
121715158000528;220
127843156000534;220
128219504000445;220
150621513000507;220
166297690000592;220
181527172000528;220
190388509000522;220
190974591000584;220
194120195000511;220
202715582000442;220
204162165000554;220
216835575000518;220
228721982000455;220
229140816000423;220
243135886000404;220
250738563000413;220
254679038000524;220
261967099000507;220
266857358000514;220
274161802000516;220
294996194000470;220
322941179000504;220
336867752000543;220
357409258000410;220
374237470000587;220
382550537000422;220
391977859000591;220
396176575000434;220
402251108000551;220
416693031000545;220
425910065000509;220
428323453000594;220
561158120000457;220
563581635000593;220
